#F+=0.77
#This IS the workshop test case
variables="x","cp"
                        -0.4319 0.0056
                        -0.4009 0.0115
                        -0.3695 0.01795
                        -0.3393 0.02585
                        -0.3085 0.03585
                        -0.2763 0.04665 
                        -0.2462 0.0601
                        -0.2150 0.0758 
                        -0.1838 0.0942 
                        -0.1538 0.1145
                        -0.1221 0.1396
                        -0.0903 0.16985
                        -0.0459 0.21975
                        -0.0315 0.23675
                        -0.0165 0.2566
                        -0.0019 0.2766
                        0.0123  0.2922
                        0.0271  0.29635
                        0.0417  0.28465
                        0.0569  0.2479
                        0.0709  0.1755
                        0.0857  0.06475
                        0.1002  -0.06915
                        0.1147  -0.18095
                        0.1288  -0.2613
                        0.1586  -0.40095
                        0.1727  -0.48115
                        0.1873  -0.535
                        0.2019  -0.5803
                        0.2172  -0.6157
                        0.2308  -0.64195
                        0.2459  -0.66255
                        0.2607  -0.68275
                        0.2747  -0.7012
                        0.2894  -0.7157
                        0.3046  -0.7322
                        0.3188  -0.7473
                        0.3332  -0.7633
                        0.3484  -0.7826
                        0.3641  -0.78415
                        0.3774  -0.80585
                        0.3919  -0.8173
                        0.4064  -0.8312
                        0.4209  -0.8468
                        0.4358  -0.8597
                        0.4504  -0.869
                        0.4650  -0.8783
                        0.4787  -0.90595
                        0.4941  -0.8976
                        0.5085  -0.8873
                        0.5230  -0.89
                        0.5371  -0.8909
                        0.5520  -0.89495
                        0.5663  -0.89335
                        0.5811  -0.8884
                        0.5955  -0.87625
                        0.6106  -0.858
                        0.6249  -0.84355
                        0.6396  -0.78935
                        0.6586  -0.6420
                        0.6732  -0.4827
                        0.6873  -0.46735
                        0.7019  -0.4753
                        0.7162  -0.4915
                        0.7302  -0.50455
                        0.7449  -0.5183
                        0.7588  -0.5241
                        0.7726  -0.5249
                        0.7869  -0.52465
                        0.8018  -0.5139
                        0.8159  -0.50235
                        0.8306  -0.47675
                        0.8443  -0.45335
                        0.8592  -0.4214
                        0.8735  -0.38945
                        0.8882  -0.35325
                        0.9024  -0.32235
                        0.9167  -0.2894
                        0.9311  -0.25825
                        0.9451  -0.23175
                        0.9599  -0.2044
                        0.9739  -0.177
                        0.9884  -0.15255
                        1.0031  -0.12575
                        1.0175  -0.10305
                        1.0315  -0.0922
                        1.0458  -0.0746
                        1.0944  -0.0411
                        1.1269  -0.0399
                        1.1600  -0.0238
                        1.1930  -0.0405
                        1.2260  -0.03985
                        1.2600  -0.0460
                        1.2938  -0.05215
                        1.3267  -0.0584
                        1.3596  -0.06285
                        1.3926  -0.0644
                        1.4266  -0.0753
                        1.4597  -0.0776
                        1.4931  -0.0794
                        1.5268  -0.08225
                        1.5593  -0.0841
                        1.5933  -0.08535
                        1.6265  -0.0903
                        1.6594  -0.09215
                        1.6927  -0.0905
                        1.7258  -0.09365
                        1.7594  -0.09315
                        1.7923  -0.0954
                        1.8259  -0.08875
                        1.8590  -0.08785
                        1.8926  -0.0941
                        1.9254  -0.09205
                        1.9588  -0.0927
                        1.9918  -0.0886
                        2.0247  -0.08935
                        2.0582  -0.0878
                        2.0922  -0.0839
                        2.1250  -0.0784
