variables="alpha, deg","C_L","C_M"
5.95   .7502   .0168
6.97   .9064   .0297
6.57   .8480   .0378
5.11   .6985   .0333
3.49   .5402   .0215
2.43   .4013   .0111
2.67   .3876   .0050
4.28   .5433   .0048
