variables="x","C_p"
zone,t="experiment"
# M=.875, experiment
  .5000    -.6078
  .5313    -.6520
  .5625    -.7235
  .5938    -.7404
  .6250    -.7824
  .6563    -.5235
  .6875    -.3256
  .7188    -.2521
  .7500    -.2071
  .7813    -.1715
  .8125    -.1421
  .8438    -.1177
  .8750    -.1010
  .9063    -.0858
  .9375    -.0765
  .9688    -.0591
 1.0250    -.0378
 1.0563    +.0017
 1.0875     .0376
 1.1188     .0790
 1.1500     .1128
 1.1813     .1286
 1.2125     .1413
 1.2438     .1509
 1.2750     .1454
 1.3063     .1414
 1.3375     .1343
 1.3688     .1245
 1.4000     .1233
 1.4313     .1100
 1.4938     .0929
 1.5563     .0778
 1.6188     .0687
