# Sajben Diffuser
# Strong Shock Case (Pexit/Ptin=0.72)
# Velocity Profile Data
# Y/H, XVel(m/s)  [H*=Throat Height, H=Local Duct Height]
# X/H* = 2.882, 4.611, 6.340, 7.493
#    Y/H   U2.882     Y/H   U4.611     Y/H   U6.340     Y/H   U7.493
Variables="j","yH","U2.882","zH","U4.611","wH","U6.340","sH","U7.493"
Zone T="Sajben", F=Point
0  0.0102   74.10   0.0086  150.70   0.0080  130.90   0.0080  123.70
0  0.0195   93.90   0.0164  171.30   0.0153  149.60   0.0153  142.00
0  0.0297  126.30   0.0250  180.30   0.0234  159.80   0.0233  150.30
0  0.0390  161.30   0.0328  188.80   0.0307  164.60   0.0307  157.10
0  0.0492  196.40   0.0414  198.00   0.0387  170.60   0.0387  161.00
0  0.0585  227.20   0.0492  208.10   0.0460  177.20   0.0460  164.90
0  0.0729  273.90   0.0614  220.30   0.0574  182.00   0.0573  171.10
0  0.0975  298.00   0.0821  246.20   0.0767  195.00   0.0767  180.30
0  0.1221  299.20   0.1028  259.70   0.0961  206.90   0.0960  188.40
0  0.1466  298.90   0.1234  265.90   0.1154  216.60   0.1153  197.10
0  0.1958  291.60   0.1648  268.30   0.1541  232.80   0.1540  211.10
0  0.2441  291.90   0.2055  265.50   0.1922  234.80   0.1920  218.60
0  0.2933  292.20   0.2469  263.90   0.2309  234.20   0.2307  221.10
0  0.3662  292.50   0.3083  266.40   0.2883  234.20   0.2880  220.50
0  0.4713  295.90   0.3511  268.00   0.3924  236.10   0.3940  217.60
0  0.5205  298.90   0.4331  273.30   0.4691  230.50   0.4707  212.50
0  0.5688  301.60   0.5159  274.50   0.5458  218.50   0.5473  197.20
0  0.6180  303.50   0.5980  256.90   0.6232  188.10   0.6247  177.30
0  0.6671  303.80   0.6800  213.70   0.7000  154.60   0.7013  153.50
0  0.7154  302.60   0.7628  126.10   0.7767  119.40   0.7780  127.30
0  0.7646  302.30   0.8035   75.90   0.8154   89.90   0.8167  116.60
0  0.8138  294.30   0.8449   33.20   0.8541   74.20   0.8547  104.60
0  0.8621  207.10   0.8855   -3.00   0.8922   57.20   0.8933   94.30
0  0.8867  136.90   0.9062  -16.70   0.9115   50.40   0.9127   89.80
0  0.9112   58.90   0.9269  -27.80   0.9309   43.80   0.9320   84.70
0  0.9358  -10.40   0.9476  -39.20   0.9502   37.80   0.9513   81.10
0  0.9604  -43.30   0.9683  -46.40   0.9689   26.40   0.9700   76.20
0  0.9841  -63.40   0.9890  -54.00   0.9883   15.40   0.9893   68.00
0  0.9994  -70.20   1.0011  -61.30   1.0003    3.70   1.0007   56.40
