# Here are the inflow BCs used for the So-Mellor curved duct case
# They are admittedly very crude, but they help start off the computation
# as a fully turbulent flow.
# All variables are nondimensional:
#   "rho"  = rho/rho_ref
#   "u"    = u/a_ref
#   "xmut" = mu_t/mu_ref
#   "k"    = k/a_ref^2
#   "eps"  = eps*mu_ref/(rho_ref*a_ref^4)
#   "turb1"= nu-wiggle/nu_ref (this is the specific Spalart-Allmaras variable)
#   "turb2"= not used for Spalart-Allmaras
#   "smin" = d/L_ref, where d=distance to the inner wall
#   "yplus"= y+
# This file is not used directly by CFL3D: it needs a different format (see bc2008.data)
variables="rho","u","xmut","k","eps","turb1","turb2","smin","yplus"
    0.10000E+01    0.28728E-03    0.63281E-03    0.41265E-08    0.24218E-14    0.69002E+00    0.00000E+00    0.75889E-04    0.11226E+00
    0.10000E+01    0.87717E-03    0.58996E-02    0.38471E-07    0.22578E-13    0.12069E+01    0.00000E+00    0.23171E-03    0.34277E+00
    0.10000E+01    0.14989E-02    0.17227E-01    0.11234E-06    0.65931E-13    0.15801E+01    0.00000E+00    0.39596E-03    0.58573E+00
    0.10000E+01    0.21550E-02    0.35608E-01    0.23220E-06    0.13628E-12    0.18984E+01    0.00000E+00    0.56927E-03    0.84210E+00
    0.10000E+01    0.28478E-02    0.62182E-01    0.40549E-06    0.23798E-12    0.21877E+01    0.00000E+00    0.75227E-03    0.11128E+01
    0.10000E+01    0.35797E-02    0.98253E-01    0.64070E-06    0.37602E-12    0.24601E+01    0.00000E+00    0.94562E-03    0.13988E+01
    0.10000E+01    0.43532E-02    0.14530E+00    0.94752E-06    0.55609E-12    0.27225E+01    0.00000E+00    0.11500E-02    0.17011E+01
    0.10000E+01    0.51709E-02    0.20501E+00    0.13369E-05    0.78461E-12    0.29794E+01    0.00000E+00    0.13660E-02    0.20206E+01
    0.10000E+01    0.60354E-02    0.27930E+00    0.18213E-05    0.10689E-11    0.32342E+01    0.00000E+00    0.15943E-02    0.23584E+01
    0.10000E+01    0.69495E-02    0.37031E+00    0.24148E-05    0.14172E-11    0.34895E+01    0.00000E+00    0.18358E-02    0.27156E+01
